source,origin_file,x_H2O,x_Ethanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,0.1547,0.713969868813,0.7094,0.020820552,2,1.00644187879,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,0.2234,0.690262063619,0.6839,0.020820552,2,1.00930262263,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,0.3026,0.672670577298,0.6643,0.020820552,2,1.01260059807,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,0.4085,0.657293815693,0.6463,0.020820552,2,1.01701039098,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,0.5031,0.650855395132,0.6375,0.020820552,2,1.02094963942,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,0.6202,0.64698834007,0.6307,0.020820552,2,1.0258258127,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,0.7479,0.646320671638,0.6268,0.020820552,2,1.03114338168,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,0.9324,0.648227527191,0.624,0.020820552,2,1.03882616537,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,1.123,0.654959583942,0.6257,0.020820552,2,1.04676295979,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,1.5852,0.680007446055,0.6379,0.020820552,2,1.06600947806,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,1.9186,0.728711541416,0.6748,0.020820552,2,1.07989262213,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,2.7493,0.82282345394,0.7383,0.020820552,2,1.11448388723,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,3.1871,0.879779245399,0.7767,0.020820552,2,1.13271436256,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,3.5976,0.942612627708,0.8198,0.020820552,2,1.14980803575,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,4.0701,1.02552004379,0.8769,0.020820552,2,1.16948345739,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,4.4752,1.10342624504,0.9301,0.020820552,2,1.18635226862,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.9,0.1,4.867,1.18787444595,0.9877,0.020820552,2,1.20266725317,composition-columns
UNIFIED,,0.9,0.1,0.02472,0.848172183583,0.8473,0.020820552,2,1.00102936809,unified
UNIFIED,,0.9,0.1,0.04247,0.808327000784,0.8069,0.020820552,2,1.00176849769,unified
UNIFIED,,0.9,0.1,0.0715,0.769985703101,0.7677,0.020820552,2,1.00297733894,unified
UNIFIED,,0.9,0.1,0.09683,0.748807146221,0.7458,0.020820552,2,1.0040321081,unified
UNIFIED,,0.9,0.1,0.1547,0.713969868813,0.7094,0.020820552,2,1.00644187879,unified
UNIFIED,,0.9,0.1,0.2234,0.690262063619,0.6839,0.020820552,2,1.00930262263,unified
UNIFIED,,0.9,0.1,0.3026,0.672670577298,0.6643,0.020820552,2,1.01260059807,unified
UNIFIED,,0.9,0.1,0.4085,0.657293815693,0.6463,0.020820552,2,1.01701039098,unified
UNIFIED,,0.9,0.1,0.5031,0.650855395132,0.6375,0.020820552,2,1.02094963942,unified
UNIFIED,,0.9,0.1,0.6202,0.64698834007,0.6307,0.020820552,2,1.0258258127,unified
UNIFIED,,0.9,0.1,0.7479,0.646320671638,0.6268,0.020820552,2,1.03114338168,unified
UNIFIED,,0.9,0.1,0.9324,0.648227527191,0.624,0.020820552,2,1.03882616537,unified
UNIFIED,,0.9,0.1,1.123,0.654959583942,0.6257,0.020820552,2,1.04676295979,unified
UNIFIED,,0.9,0.1,1.5852,0.680007446055,0.6379,0.020820552,2,1.06600947806,unified
UNIFIED,,0.9,0.1,1.9186,0.728711541416,0.6748,0.020820552,2,1.07989262213,unified
UNIFIED,,0.9,0.1,2.7493,0.82282345394,0.7383,0.020820552,2,1.11448388723,unified
UNIFIED,,0.9,0.1,3.1871,0.879779245399,0.7767,0.020820552,2,1.13271436256,unified
UNIFIED,,0.9,0.1,3.5976,0.942612627708,0.8198,0.020820552,2,1.14980803575,unified
UNIFIED,,0.9,0.1,4.0701,1.02552004379,0.876900000002,0.020820552,2,1.16948345739,unified
UNIFIED,,0.9,0.1,4.4752,1.10342624504,0.930099999998,0.020820552,2,1.18635226862,unified
UNIFIED,,0.9,0.1,4.867,1.18787444595,0.987699999998,0.020820552,2,1.20266725317,unified
