source,origin_file,x_H2O,x_Ethanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.6,0.4,2.6011,0.706233274803,0.613,0.029236368,2,1.15209343361,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.6,0.4,3.0929,0.779479299648,0.6601,0.029236368,2,1.18085032517,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.6,0.4,3.5227,0.859020912432,0.7123,0.029236368,2,1.20598190711,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.6,0.4,3.9673,0.9503485123,0.7714,0.029236368,2,1.23197888553,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.6,0.4,4.1558,0.995270897712,0.8007,0.029236368,2,1.24300099627,composition-columns
UNIFIED,,0.6,0.4,0.02128,0.803298301747,0.8023,0.029236368,2,1.00124429982,unified
UNIFIED,,0.6,0.4,0.04979,0.727511898749,0.7254,0.029236368,2,1.00291135753,unified
UNIFIED,,0.6,0.4,0.08557,0.682095883608,0.6787,0.029236368,2,1.00500351202,unified
UNIFIED,,0.6,0.4,0.1319,0.645943747036,0.641,0.029236368,2,1.00771255388,unified
UNIFIED,,0.6,0.4,0.2237,0.60734167045,0.5995,0.029236368,2,1.01308035104,unified
UNIFIED,,0.6,0.4,0.2646,0.596691280182,0.5876,0.029236368,2,1.01547188595,unified
UNIFIED,,0.6,0.4,0.3489,0.584485771612,0.5728,0.029236368,2,1.02040113759,unified
UNIFIED,,0.6,0.4,0.457,0.571576159864,0.5567,0.029236368,2,1.02672204035,unified
UNIFIED,,0.6,0.4,0.601,0.564359480736,0.5452,0.029236368,2,1.03514211434,unified
UNIFIED,,0.6,0.4,0.6763,0.562705768777,0.5413,0.029236368,2,1.03954511136,unified
UNIFIED,,0.6,0.4,0.8568,0.561278150789,0.5345,0.029236368,2,1.0500994402,unified
UNIFIED,,0.6,0.4,1.1654,0.564193727635,0.5282,0.029236368,2,1.06814412653,unified
UNIFIED,,0.6,0.4,1.4432,0.579713745997,0.5346,0.029236368,2,1.0843878526,unified
UNIFIED,,0.6,0.4,1.741,0.60015102288,0.5447,0.029236368,2,1.10180103338,unified
UNIFIED,,0.6,0.4,1.8535,0.622576605726,0.5617,0.029236368,2,1.10837921618,unified
UNIFIED,,0.6,0.4,2.2232,0.65811001208,0.5824,0.029236368,2,1.12999658668,unified
UNIFIED,,0.6,0.4,2.6011,0.706233274803,0.613,0.029236368,2,1.15209343361,unified
UNIFIED,,0.6,0.4,3.0929,0.779479299648,0.6601,0.029236368,2,1.18085032517,unified
UNIFIED,,0.6,0.4,3.5227,0.859020912432,0.7123,0.029236368,2,1.20598190711,unified
UNIFIED,,0.6,0.4,3.9673,0.9503485123,0.7714,0.029236368,2,1.23197888553,unified
UNIFIED,,0.6,0.4,4.1558,0.995270897712,0.8007,0.029236368,2,1.24300099627,unified
