source,origin_file,x_H2O,x_Methanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.1,0.9,1.4089,0.477985387615,0.44,0.030637528,2,1.0863304264,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.1,0.9,1.5709,0.494411900447,0.451,0.030637528,2,1.09625698547,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.1,0.9,1.8685,0.532727387341,0.478,0.030637528,2,1.11449244214,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.1,0.9,2.0186,0.556226464881,0.495,0.030637528,2,1.12368982804,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.0102,0.763476879251,0.763,0.030637528,2,1.00062500557,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.0464,0.612737172348,0.611,0.030637528,2,1.0028431626,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.0877,0.549939480859,0.547,0.030637528,2,1.00537382241,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.1092,0.529519590197,0.526,0.030637528,2,1.00669123612,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.149,0.504564991672,0.5,0.030637528,2,1.00912998334,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.186,0.487493431321,0.482,0.030637528,2,1.01139716042,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.2164,0.476232163396,0.47,0.030637528,2,1.01325992212,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.2921,0.458054299736,0.45,0.030637528,2,1.01789844386,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.425,0.438119890788,0.427,0.030637528,2,1.0260418988,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.4811,0.432381360365,0.42,0.030637528,2,1.02947942944,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.5516,0.429026718169,0.415,0.030637528,2,1.03379932089,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.774,0.430492453164,0.411,0.030637528,2,1.04742689334,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,0.9106,0.442378970651,0.419,0.030637528,2,1.05579706599,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,1.1146,0.454026300402,0.425,0.030637528,2,1.06829717742,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,1.4089,0.477985387615,0.44,0.030637528,2,1.0863304264,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,1.5709,0.494411900447,0.451,0.030637528,2,1.09625698547,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,1.8685,0.532727387341,0.478,0.030637528,2,1.11449244214,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.1,0.9,2.0186,0.556226464881,0.495,0.030637528,2,1.12368982804,composition-columns
UNIFIED,,0.1,0.9,0.0102,0.763476879251,0.763,0.030637528,2,1.00062500557,unified
UNIFIED,,0.1,0.9,0.0464,0.612737172348,0.611,0.030637528,2,1.0028431626,unified
UNIFIED,,0.1,0.9,0.0877,0.549939480859,0.547,0.030637528,2,1.00537382241,unified
UNIFIED,,0.1,0.9,0.1092,0.529519590197,0.526,0.030637528,2,1.00669123612,unified
UNIFIED,,0.1,0.9,0.149,0.504564991672,0.5,0.030637528,2,1.00912998334,unified
UNIFIED,,0.1,0.9,0.186,0.487493431321,0.482,0.030637528,2,1.01139716042,unified
UNIFIED,,0.1,0.9,0.2164,0.476232163396,0.47,0.030637528,2,1.01325992212,unified
UNIFIED,,0.1,0.9,0.2921,0.458054299736,0.45,0.030637528,2,1.01789844386,unified
UNIFIED,,0.1,0.9,0.425,0.438119890788,0.427,0.030637528,2,1.0260418988,unified
UNIFIED,,0.1,0.9,0.4811,0.432381360365,0.42,0.030637528,2,1.02947942944,unified
UNIFIED,,0.1,0.9,0.5516,0.429026718169,0.415,0.030637528,2,1.03379932089,unified
UNIFIED,,0.1,0.9,0.774,0.430492453164,0.411,0.030637528,2,1.04742689334,unified
UNIFIED,,0.1,0.9,0.9106,0.442378970651,0.419,0.030637528,2,1.05579706599,unified
UNIFIED,,0.1,0.9,1.1146,0.454026300402,0.425,0.030637528,2,1.06829717742,unified
UNIFIED,,0.1,0.9,1.4089,0.477985387615,0.44,0.030637528,2,1.0863304264,unified
UNIFIED,,0.1,0.9,1.5709,0.494411900447,0.451,0.030637528,2,1.09625698547,unified
UNIFIED,,0.1,0.9,1.8685,0.532727387341,0.478,0.030637528,2,1.11449244214,unified
UNIFIED,,0.1,0.9,2.0186,0.556226464881,0.495,0.030637528,2,1.12368982804,unified
