source,origin_file,x_H2O,x_Methanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,0.1452,0.741155880488,0.737,0.019417752,2,1.00563891518,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,0.1917,0.72636767637,0.721,0.019417752,2,1.00744476612,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,0.2131,0.719908953974,0.714,0.019417752,2,1.0082758459,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,0.2993,0.718252661107,0.71,0.019417752,2,1.01162346635,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,0.4168,0.697104033714,0.686,0.019417752,2,1.01618663807,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,0.5694,0.697081022337,0.682,0.019417752,2,1.02211293598,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,0.8695,0.699860577683,0.677,0.019417752,2,1.03376747073,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,1.0546,0.701604291777,0.674,0.019417752,2,1.04095592252,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,1.2543,0.713123733414,0.68,0.019417752,2,1.04871137267,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,1.4514,0.728892436849,0.69,0.019417752,2,1.05636585051,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,1.8941,0.764373529626,0.712,0.019417752,2,1.07355832813,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,2.3699,0.814659050653,0.746,0.019417752,2,1.09203626093,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,2.8363,0.863696030916,0.778,0.019417752,2,1.11014914,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.9,0.1,3.0479,0.887983185717,0.794,0.019417752,2,1.11836673264,composition-columns
UNIFIED,,0.9,0.1,0.0091,0.91732407063,0.917,0.019417752,2,1.00035340309,unified
UNIFIED,,0.9,0.1,0.0232,0.860774845976,0.86,0.019417752,2,1.00090098369,unified
UNIFIED,,0.9,0.1,0.0626,0.794927864322,0.793,0.019417752,2,1.00243110255,unified
UNIFIED,,0.9,0.1,0.1022,0.763016431267,0.76,0.019417752,2,1.00396898851,unified
UNIFIED,,0.9,0.1,0.1452,0.741155880488,0.737,0.019417752,2,1.00563891518,unified
UNIFIED,,0.9,0.1,0.1917,0.72636767637,0.721,0.019417752,2,1.00744476612,unified
UNIFIED,,0.9,0.1,0.2131,0.719908953974,0.714,0.019417752,2,1.0082758459,unified
UNIFIED,,0.9,0.1,0.2993,0.718252661107,0.71,0.019417752,2,1.01162346635,unified
UNIFIED,,0.9,0.1,0.4168,0.697104033714,0.686,0.019417752,2,1.01618663807,unified
UNIFIED,,0.9,0.1,0.5694,0.697081022337,0.682,0.019417752,2,1.02211293598,unified
UNIFIED,,0.9,0.1,0.8695,0.699860577683,0.677,0.019417752,2,1.03376747073,unified
UNIFIED,,0.9,0.1,1.0546,0.701604291777,0.674,0.019417752,2,1.04095592252,unified
UNIFIED,,0.9,0.1,1.2543,0.713123733414,0.68,0.019417752,2,1.04871137267,unified
UNIFIED,,0.9,0.1,1.4514,0.728892436849,0.69,0.019417752,2,1.05636585051,unified
UNIFIED,,0.9,0.1,1.8941,0.764373529626,0.712,0.019417752,2,1.07355832813,unified
UNIFIED,,0.9,0.1,2.3699,0.814659050653,0.746,0.019417752,2,1.09203626093,unified
UNIFIED,,0.9,0.1,2.8363,0.863696030916,0.778,0.019417752,2,1.11014914,unified
UNIFIED,,0.9,0.1,3.0479,0.887983185717,0.794,0.019417752,2,1.11836673264,unified
