source,origin_file,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/water/NaI.csv,1.4,0.801487844192,0.763,0.01801528,2,1.050442784,pure
MIAC_m,data/MIAC_m/water/NaI.csv,1.6,0.826023787776,0.781,0.01801528,2,1.057648896,pure
MIAC_m,data/MIAC_m/water/NaI.csv,1.8,0.852948861408,0.801,0.01801528,2,1.064855008,pure
MIAC_m,data/MIAC_m/water/NaI.csv,2,0.88230630176,0.823,0.01801528,2,1.07206112,pure
MIAC_m,data/MIAC_m/water/NaI.csv,2.5,0.9668977668,0.887,0.01801528,2,1.0900764,pure
MIAC_m,data/MIAC_m/water/NaI.csv,3,1.06709228784,0.963,0.01801528,2,1.10809168,pure
MIAC_m,data/MIAC_m/water/NaI.csv,3.5,1.18353841496,1.051,0.01801528,2,1.12610696,pure
MIAC_m,data/MIAC_m/water/NaI.csv,4,1.31917294272,1.153,0.01801528,2,1.14412224,pure
MIAC_m,data/MIAC_m/water/NaI.csv,4.5,1.47475251288,1.269,0.01801528,2,1.16213752,pure
MIAC_m,data/MIAC_m/water/NaI.csv,5,1.6545742256,1.402,0.01801528,2,1.1801528,pure
MIAC_m,data/MIAC_m/water/NaI.csv,5.5,1.85955686016,1.552,0.01801528,2,1.19816808,pure
MIAC_m,data/MIAC_m/water/NaI.csv,6,2.09548392928,1.723,0.01801528,2,1.21618336,pure
MIAC_m,data/MIAC_m/water/NaI.csv,7,2.66846786352,2.131,0.01801528,2,1.25221392,pure
MIAC_m,data/MIAC_m/water/NaI.csv,8,3.40354191616,2.642,0.01801528,2,1.28824448,pure
MIAC_m,data/MIAC_m/water/NaI.csv,9,4.32640655568,3.267,0.01801528,2,1.32427504,pure
MIAC_m,data/MIAC_m/water/NaI.csv,10,5.4561857616,4.011,0.01801528,2,1.3603056,pure
MIAC_m,data/MIAC_m/water/NaI.csv,11,6.78759007376,4.861,0.01801528,2,1.39633616,pure
MIAC_m,data/MIAC_m/water/NaI.csv,12,8.28194437504,5.782,0.01801528,2,1.43236672,pure
UNIFIED,,0.001,0.96503476949,0.965,0.01801528,2,1.00003603056,unified
UNIFIED,,0.002,0.952068602186,0.952,0.01801528,2,1.00007206112,unified
UNIFIED,,0.005,0.928167181798,0.928,0.01801528,2,1.0001801528,unified
UNIFIED,,0.01,0.904325716262,0.904,0.01801528,2,1.0003603056,unified
UNIFIED,,0.02,0.874629814189,0.874,0.01801528,2,1.0007206112,unified
UNIFIED,,0.05,0.828489863656,0.827,0.01801528,2,1.001801528,unified
UNIFIED,,0.1,0.791842811184,0.789,0.01801528,2,1.003603056,unified
UNIFIED,,0.2,0.758426202336,0.753,0.01801528,2,1.007206112,unified
UNIFIED,,0.3,0.74294473848,0.735,0.01801528,2,1.010809168,unified
UNIFIED,,0.4,0.736463274624,0.726,0.01801528,2,1.014412224,unified
UNIFIED,,0.5,0.73500703216,0.722,0.01801528,2,1.01801528,unified
UNIFIED,,0.6,0.736586820256,0.721,0.01801528,2,1.021618336,unified
UNIFIED,,0.7,0.740209845024,0.722,0.01801528,2,1.025221392,unified
UNIFIED,,0.8,0.7458977248,0.725,0.01801528,2,1.028824448,unified
UNIFIED,,0.9,0.752639650416,0.729,0.01801528,2,1.032427504,unified
UNIFIED,,1,0.76044643104,0.734,0.01801528,2,1.03603056,unified
UNIFIED,,1.2,0.779297793984,0.747,0.01801528,2,1.043236672,unified
UNIFIED,,1.4,0.801487844192,0.763,0.01801528,2,1.050442784,unified
UNIFIED,,1.6,0.826023787776,0.781,0.01801528,2,1.057648896,unified
UNIFIED,,1.8,0.852948861408,0.801,0.01801528,2,1.064855008,unified
UNIFIED,,2,0.88230630176,0.823,0.01801528,2,1.07206112,unified
UNIFIED,,2.5,0.9668977668,0.887,0.01801528,2,1.0900764,unified
UNIFIED,,3,1.06709228784,0.963,0.01801528,2,1.10809168,unified
UNIFIED,,3.5,1.18353841496,1.051,0.01801528,2,1.12610696,unified
UNIFIED,,4,1.31917294272,1.153,0.01801528,2,1.14412224,unified
UNIFIED,,4.5,1.47475251288,1.269,0.01801528,2,1.16213752,unified
UNIFIED,,5,1.6545742256,1.402,0.01801528,2,1.1801528,unified
UNIFIED,,5.5,1.85955686016,1.552,0.01801528,2,1.19816808,unified
UNIFIED,,6,2.09548392928,1.723,0.01801528,2,1.21618336,unified
UNIFIED,,7,2.66846786352,2.131,0.01801528,2,1.25221392,unified
UNIFIED,,8,3.40354191616,2.642,0.01801528,2,1.28824448,unified
UNIFIED,,9,4.32640655568,3.267,0.01801528,2,1.32427504,unified
UNIFIED,,10,5.4561857616,4.011,0.01801528,2,1.3603056,unified
UNIFIED,,11,6.78759007376,4.861,0.01801528,2,1.39633616,unified
UNIFIED,,12,8.28194437504,5.782,0.01801528,2,1.43236672,unified
